Company,ActiveBrand,Headquarters,Employees,Founded,LeadExecutive,ParentStockTicker,ParentPublicExposure,PrimarySector,PrimarySubSector,ImmigrationDetentionInvolvement,SupportsPrisonLabor,HarmScore,AnnualRevenuesMn,RevenueFiscalYear,Website,Corrections,ImmigrationDetention,PrisonLabor,Financials,Other ,Rank
Summus Industries,Y,TX,28,1997,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",96.90,2018,http://summusindustries.com/about-summus-industries-0,http://www.dps.texas.gov/contractreprt/,n/a,n/a,PrivCo (www.privco.com),n/a,861
Attenti (formerly 3M Electronic Monitoring),Y,Israel,265,1990,Boaz Raviv,n/a,Tier 2 - Investment Firm-Owned,Community Corrections,Electronic Monitoring,n/a,n/a,13,95.00,2017,http://www.3m.com/3M/en_US/public-safety-us/,See website,n/a,n/a,http://www.apax.com/news/apax-news/2017/funds-advised-by-apax-partners-to-acquire-3m%E2%80%99s-electronic-monitoring-business/,https://www.haaretz.com/1.5107827,862
Brulin Holding Company,Y,IN,190,1935,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",95.00,2018,http://bhcinc.com/,https://www.nationalcia.org/corporate-members,n/a,See corrections source,PrivCo (www.privco.com),n/a,863
Design Space,Y,CA,140,1969,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,"n/a,",95.00,2018,http://designspacemodular.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,864
Simple Green (dba Sunshine Makers),Y,CA,150,1975,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",95.00,2018,https://simplegreen.com/industrial/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),n/a,865
Tri-Cor Industries ,Y,MD,310,1981,Elizabeth El-Nattar,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,"n/a,",95.00,2018,http://www.tricorind.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,866
WatchGuard Video,Y,TX,280,2002,Robert Vanman,n/a,Tier 2 - Investment Firm-Owned,Equipment,Security Technology,n/a,n/a,13,94.10,2017,https://watchguardvideo.com/,See website,n/a,n/a,PrivCo (www.privco.com),https://watchguardvideo.com/news/july-1-2008,867
Proffer Wholesale Produce,Y,MO,,1964,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,"n/a,",93.00,2018,https://www.profferproduce.com/,FBOP Spending,n/a,n/a,PrivCo (www.privco.com),n/a,868
Auburn Pharmaceutical,Y,MI,105,1993,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Pharmacy,n/a,n/a,"n/a,",92.00,2018,https://www.auburngenerics.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a,869
Beretta,Y,MD,320,1972,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,"n/a,",91.00,2018,http://www.berettaUSA.com/en-us/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,870
Superior Foods,Y,MI,200,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,"n/a,",91.00,2018,http://www.superiorfoods.co,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,871
Robertson Construction Services,Y,OH,185,1997,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,"n/a,",90.70,2018,http://www.robertsonconstruction.net/,OH DRC Spending,n/a,n/a,PrivCo (www.privco.com),n/a,872
Controlled Products Systems Group,Y,CO,170,1981,Roberto Arroyo,n/a,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,13,90.00,2018,https://www.controlledproducts.com/,https://www.controlledproducts.com/products/search/corrections,n/a,n/a,PrivCo (www.privco.com),https://www.prnewswire.com/news-releases/the-duchossois-group-acquires-controlled-products-systems-group-273614491.html,873
Hydro Dyne,Y,OH,40,1967,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,"n/a,",90.00,2018,https://www.hydrodyneinc.com/,OH DRC Spending,n/a,n/a,PrivCo (www.privco.com),n/a,874
Lombart Instruments,Y,VA,135,1979,Brad Staley,n/a,Tier 2 - Investment Firm-Owned,Healthcare,Medical Equipment,n/a,n/a,6,90.00,2017,https://lombartinstrument.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),http://www.atlanticstreetcapital.com/n-08022018.php,875
Orafol,Y,Germany,450,1808,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",90.00,2018,http://www.orafol.com/corp/americas/en/frontpage,https://www.nationalcia.org/corporate-members,n/a,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),n/a,876
SmartWatt,Y,NY,n/a,2002,n/a,CNA.L-GB,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,89.00,2018,https://www.smartwatt.com/about/,https://www.smartwatt.com/wp-content/uploads/2019/07/Press-Release_SmartWatt-Tennessee-Project.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,877
Thomas & Marker,Y,OH,131,1956,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,"n/a,",88.00,2018,http://www.thomas-marker.com/,OH DRC Spending,n/a,n/a,PrivCo (www.privco.com),n/a,878
Bob Barker,Y,NC,180,1972,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Y,Y,"n/a,",87.00,2018,https://www.bobbarker.com/,See website,https://worthrises.org/immigration,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),https://www.nationalcia.org/corporate-members,879
Conduit Language Specialists,Y,KY,420,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",Y,n/a,"n/a,",87.00,2018,https://conduitlanguage.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,880
Securadyne Systems,Y,TX,380,2012,Carey Boethel,n/a,Tier 2 - Investment Firm-Owned,Equipment,Security Technology,n/a,n/a,12,87.00,2018,http://www.securadyne.com/,http://www.securadyne.com/industry-federal-municipal-government,n/a,n/a,PrivCo (www.privco.com),http://www.pamlicocapital.com/portfolio/securadyne-systems-llc,881
Magal Security Systems,Y,Israel,406,1965,Dror Sharon,MAGS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Equipment,n/a,n/a,14,86.80,2019,https://magalsecurity.com/,https://magalsecurity.com/markets/correctional-facilities,n/a,n/a,FactSet,n/a,882
XL Associates (dba XLA),Y,VA,400,1989,Gary Slack,n/a,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",Y,n/a,"n/a,",86.00,2018,http://www.xla.com/,n/a,https://etc.g2xchange.com/statics/dhs-ice-awards-ero-contact-center-of-operations-ecco-bridge-task/,n/a,PrivCo (www.privco.com),n/a,883
Vanir Construction Management,Y,CA,390,1980,Dorene C. Dominguez,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,"n/a,",85.90,2018,http://www.vanir.com/,https://www.vanir.com/market-segment-page/justice-facilities/,n/a,n/a,PrivCo (www.privco.com),n/a,884
Avtec,Y,SC,190,1979,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,"n/a,",85.00,2017,http://www.avtecinc.com/,https://www.apcointl.org/commercial-community/corporate-partner-program.html,n/a,n/a,PrivCo (www.privco.com),n/a,885
Havis,Y,PA,320,1928,n/a,n/a,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,n/a,n/a,"n/a,",85.00,2018,http://customers.havis.com/,http://www.havis.com/catalog/Prisoner_Transport-926-1.html,n/a,n/a,PrivCo (www.privco.com),n/a,886
Streamlight,Y,PA,320,1973,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",85.00,2018,http://www.streamlight.com/,See Monsanto,n/a,n/a,PrivCo (www.privco.com),n/a,887
SYSPRO Impact Software,Y,CA,550,1995,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,"n/a,",85.00,2018,https://www.syspro.com/customer_success/us-salt/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003993-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,888
Zetron,Y,WA,260,1980,n/a,6632-JP,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,7,85.00,2018,http://www.zetron.com/,https://www.apcointl.org/commercial-community/corporate-partner-program.html,n/a,n/a,PrivCo (www.privco.com),https://www.rrmediagroup.com/News/NewsDetails/NewsID/1391,889
Professional Plumbing Group,Y,SC,410,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,"n/a,",84.00,2018,http://www.ppg-inc.com,See PlumbMaster,n/a,n/a,PrivCo (www.privco.com),n/a,890
Tandy Leather Factory,Y,TX,656,1919,Janet Carr,TLF,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,7,83.10,2018,https://www.tandyleather.com/en/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003833-T.pdf,n/a,n/a,FactSet,n/a,891
"Remi Group, The",Y,NC,117,1998,Dani Schuster,n/a,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,7,82.00,2018,http://www.theremigroup.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a,892
Swank Motion Pictures,Y,MO,210,1937,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",n/a,n/a,"n/a,",82.00,2018,https://www.swank.com/,https://www.swank.com/correctional/,n/a,n/a,PrivCo (www.privco.com),n/a,893
Terathink Corporation,Y,VA,140,2002,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,"n/a,",82.00,2018,http://www.terathink.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,894
Star Headlight & Lantern,Y,NY,340,1889,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",81.00,2018,https://www.star1889.com,https://www.star1889.com/about/star-headlight-history,n/a,n/a,PrivCo (www.privco.com),n/a,895
University Loft Company,Y,IN,290,1986,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",81.00,2018,http://uloft.com/,https://www.nationalcia.org/corporate-members,n/a,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),n/a,896
Millard Lumber,Y,NE,255,1947,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",80.80,2018,https://www.millardlumber.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,n/a,https://www.nationalcia.org/statistical-reports,PrivCo (www.privco.com),n/a,897
Cains Foods,Y,MA,100,1914,n/a,THS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,n/a,n/a,9,80.00,2013,http://www.cainsfoods.com/,NYS DOCCS Spending,n/a,n/a,https://www.prnewswire.com/news-releases/treehouse-foods-inc-announces-acquisition-of-cains-foods-212733451.html,n/a,898
LCS Correction Services,N,LA,,1990,n/a,GEO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Operations & Management,Private Prison Operator,n/a,Y,15,80.00,2016,n/a,See other source,n/a,Adult private facility operator,https://www.geogroup.com/userfiles/a7ce5071-fdc6-46fe-a7b4-08f9f4cc8bbd.pdf,https://www.businesswire.com/news/home/20150126005618/en/GEO-Group-Announces-Acquisition-Correctional-Detention-Facilities,899
New Age Industrial,Y,KS,200,1966,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,"n/a,",80.00,2018,http://www.newageindustrial.com,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,900
Reece Supply,Y,TX,190,1936,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",80.00,2018,http://www.reecesupply.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004139-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,901
Tri-Signal Integration,Y,CA,320,1998,Robert McKibben,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,"n/a,",80.00,2018,http://www.tri-signal.com/,https://eldorado.legistar.com/LegislationDetail.aspx?ID=1515590&GUID=2029971A-1776-4D6E-B068-B6F505BE745D&FullText=1,n/a,n/a,PrivCo (www.privco.com),n/a,902
MTM Recognition Corp,Y,OK,500,1971,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",79.80,2018,https://www.mtmrecognition.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003790-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,903
Burgess & Niple,Y,OH,335,1912,Mark Bernhardt,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,"n/a,",79.30,2018,https://www.burgessniple.com/,OH DRC Spending,n/a,n/a,PrivCo (www.privco.com),n/a,904
AB Staffing Solutions,Y,AZ,870,2002,Evan Burks,n/a,Tier 4 - Small Privately-Owned,Healthcare,Staff Management Systems,n/a,n/a,"n/a,",79.00,2018,http://www.abstaffing.com/,https://www.abstaffing.com/jobs/corrections-registered-nurse/,n/a,n/a,PrivCo (www.privco.com),n/a,905
Huitt Zollars,Y,TX,515,1975,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,"n/a,",79.00,2018,http://www.huitt-zollars.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,n/a,PrivCo (www.privco.com),n/a,906
Koch & Co,Y,KS,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",79.00,2018,https://www.kochcabinet.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,n/a,https://www.nationalcia.org/statistical-reports,n/a,n/a,907
Lusk Mechanical Contractors,Y,KY,40,1991,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,"n/a,",78.00,2018,http://www.theluskgroup.com/,See Lombart Instruments,n/a,n/a,PrivCo (www.privco.com),n/a,908
E&T Plastics,Y,NY,,1946,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",77.00,2018,http://shop.e-tplastics.com/,http://ajaproductserviceresource.com/,n/a,n/a,PrivCo (www.privco.com),n/a,909
Paper Pak Industries,Y,CA,220,1960,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",76.00,2018,http://www.paperpakapls.com/,https://www.correctionsone.com/company-directory/?filter=U&skip=1,n/a,n/a,PrivCo (www.privco.com),n/a,910
Activar,Y,MN,520,1947,Richard Namara,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",75.00,2018,http://www.activarcpg.com/,See Air Louvers,n/a,n/a,PrivCo (www.privco.com),n/a,911
MTS Medication Technologies (dba MTS Packaging Systems),Y,CA,,1984,n/a,OMCL,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Equipment,n/a,n/a,6,75.00,2012,https://www.omnicell.com/mts,https://facts.fldfs.com/Search/PurchaseOrderDetails.aspx?AgencyId=700000&PONo=PO328281&Tab=1,n/a,n/a,https://www.omnicell.com/News_and_Events/Press_Releases/Omnicell_to_Acquire_MTS_Medication_Technologies_to_Create_a_Leader_in_Medication_Management.aspx,n/a,912
TriTech Software Systems,Y,CA,720,1991,Toney Eales,n/a,Tier 2 - Investment Firm-Owned,Data & Information Systems,Corrections Data Systems,n/a,n/a,7,75.00,2016,http://www.tritech.com/,http://www.ijis.org/?page=Member_List,n/a,n/a,PrivCo (www.privco.com),https://williamblair.com/en/News-Items/2018/May/31/TriTech-Software-Systems-agrees-to-be-recapitalized-by-Bain-Capital.aspx,913
Customer Value Partners ,Y,VA,402,2002,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,"n/a,",74.10,2018,https://www.cvpcorp.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,914
Mark's Plumbing Parts,Y,TX,150,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",74.00,2018,http://www.markspp.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),n/a,915
Top Notch Security,Y,TN,310,1999,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Third Party Staffing,n/a,n/a,"n/a,",74.00,2018,http://www.topnotchsecurityinc.com/,FBOP Spending,n/a,n/a,PrivCo (www.privco.com),n/a,916
Whaley Foodservice Repairs,Y,SC,410,1944,n/a,BRK.A,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Other,n/a,n/a,9,74.00,2018,http://www.whaleyfoodservice.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,n/a,n/a,PrivCo (www.privco.com),n/a,917
William George Company,Y,TX,80,1932,Randy George,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,"n/a,",74.00,2018,http://www.williamgeorgeinc.com/,FBOP Spending,n/a,n/a,PrivCo (www.privco.com),n/a,918
Signal 88 Security,Y,NJ,404,2003,Bob Kinder,n/a,Tier 2 - Investment Firm-Owned,Personnel,Third Party Staffing,n/a,n/a,13,73.20,2017,https://signal88.com/,https://www.correctionsone.com/company-directory/?filter=U&skip=1,n/a,n/a,PrivCo (www.privco.com),https://www.mccarthycapital.com/mccarthy-capital-fund-v-invests-signal-88-llc/,919
Moseley Architects,Y,VA,285,1969,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,"n/a,",72.30,2019,http://www.moseleyarchitects.com,http://www.moseleyarchitects.com/correctiondetention-projects/local-detention/more-local-detention-projects/,n/a,n/a,PrivCo (www.privco.com),http://www.richmond.com/business/moseley-architects-merging-with-northern-va--based-beeryrio/article_8f953df8-fa5d-5540-bac8-404bd7040fcc.html,920
ATC Healthcare Services,Y,NY,"1,200",1982,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,n/a,n/a,"n/a,",72.00,2018,https://atchealthcare.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,921
Benjamin Steel,Y,OH,190,1935,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,Y,"n/a,",72.00,2018,https://www.benjaminsteel.com/,OH DRC Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a,922
Chase Industries,Y,OH,450,1932,Bob Muir,n/a,Tier 2 - Investment Firm-Owned,Equipment,Security Equipment,n/a,n/a,9,72.00,2017,https://www.chasedoors.com/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),https://www.businesswire.com/news/home/20140917006343/en/Audax-Group-Announces-Acquisition-Chase-Doors,923
Lomont Molding,Y,IA,n/a,1982,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",72.00,2018,https://www.lomont.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,n/a,https://www.nationalcia.org/statistical-reports,PrivCo (www.privco.com),n/a,924
LRP Publications ,Y,FL,500,1977,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",Y,n/a,"n/a,",72.00,2018,https://www.lrp.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,925
Excella Consulting,Y,VA,300,2002,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,"n/a,",71.30,2018,https://www.excella.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,926
Granicus,Y,CO,400,1999,Mark Hynes,n/a,Tier 2 - Investment Firm-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,10,71.00,2017,https://granicus.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo (www.privco.com),https://www.prweb.com/releases/2016/08/prweb13618994.htm,927
